,Dst Port,Flow Duration,TotLen Fwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Mean,Bwd Pkt Len Mean,Flow IAT Mean,Flow IAT Max,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Max,Fwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,Pkt Size Avg,Fwd Seg Size Avg,Subflow Fwd Byts,Subflow Bwd Byts,Label
8682,445,340114,1,1,0.5,0.0,340114.0,340114.0,340114.0,340114.0,340114.0,52,5.880381283999999,0.0,1,0.666666667,0.577350269,0.333333333,1.0,0.5,1,0,0
8683,53,291,42,42,42.0,58.0,291.0,291.0,0.0,0.0,0.0,8,3436.426117,3436.426117,58,47.33333333,9.237604307,85.33333333,71.0,42.0,42,58,0
8684,443,5543741,54,53,18.0,0.0,1847913.667,5512098.0,5543741.0,2771870.5,5543712.0,60,0.541150822,0.180383607,53,11.0,23.48403713,551.5,13.75,18.0,54,0,0
8685,50614,24,0,0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,20,41666.66667,41666.66667,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8686,37921,86360538,0,0,0.0,0.0,86400000.0,86400000.0,86400000.0,86400000.0,86400000.0,40,0.023158726,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8687,80,103,0,0,0.0,0.0,103.0,103.0,103.0,103.0,103.0,40,19417.475730000002,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8688,53,812,32,32,32.0,60.0,812.0,812.0,0.0,0.0,0.0,8,1231.527094,1231.527094,60,41.33333333,16.16580754,261.3333333,62.0,32.0,32,60,0
8689,10491,86107547,0,0,0.0,0.0,86100000.0,86100000.0,86100000.0,86100000.0,86100000.0,40,0.023226768,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8690,80,85,0,0,0.0,0.0,85.0,85.0,85.0,85.0,85.0,40,23529.41176,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8691,32007,86229721,0,0,0.0,0.0,86200000.0,86200000.0,86200000.0,86200000.0,86200000.0,40,0.023193859,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8692,443,38968880,1300,1300,108.33333329999999,162.8,1082468.889,4931002.0,39000000.0,3542625.455,5109233.0,240,0.30793802600000003,0.641537555,1300,141.3157895,293.1230814,85921.14082999999,145.1351351,108.33333329999999,1300,4070,0
8693,53,1212,29,29,29.0,83.0,1212.0,1212.0,0.0,0.0,0.0,8,825.0825083,825.0825083,83,47.0,31.17691454,972.0,70.5,29.0,29,83,0
8694,53,1569,42,42,42.0,96.0,1569.0,1569.0,0.0,0.0,0.0,8,637.3486297000002,637.3486297000002,96,60.0,31.17691454,972.0,90.0,42.0,42,96,0
8695,60174,32,0,0,0.0,0.0,32.0,32.0,32.0,32.0,32.0,40,62500.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8696,3389,5458795,1148,677,104.3636364,225.8571429,321105.5882,2873081.0,5458795.0,545879.5,2873081.0,232,2.015096738,1.282334288,1173,143.63157890000005,298.5202786000001,89114.35673,151.61111110000004,104.3636364,1148,1581,0
8697,6164,85870491,0,0,0.0,0.0,85900000.0,85900000.0,85900000.0,85900000.0,85900000.0,40,0.023290888,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8698,443,115373949,918,543,43.71428571,320.0,2884348.725,10100000.0,115000000.0,5768697.45,10100000.0,432,0.18201682600000002,0.173349358,1460,174.23809519999998,417.409129,174230.38100000002,178.48780490000001,43.71428571,918,6400,0
8699,443,115917319,1560,611,55.71428571,716.3548387,1998574.466,10000000.0,116000000.0,4293234.037,10000000.0,572,0.24155148,0.267431996,1460,396.1166667,616.0388247999998,379503.8336,402.8305085,55.71428571,1560,22207,0
8700,3389,3936206,1441,725,102.92857140000001,216.375,187438.38100000002,954639.0,3936206.0,302785.0769,1203104.0,292,3.5567244189999996,2.032413954,1179,137.91304350000001,278.89472,77782.26482000001,144.18181819999995,102.92857140000001,1441,1731,0
8701,53,99578,66,33,33.0,127.0,33192.66667,49902.0,49902.0,49902.0,49902.0,16,20.08475768,20.08475768,127,70.6,51.48592041,2650.8,88.25,33.0,66,254,0
8702,3389,2142429,1144,677,143.0,225.8571429,153030.6429,953260.0,2142429.0,306061.2857,1215081.0,172,3.734079402,3.267319477,1173,170.3125,319.4027173,102018.0958,181.66666669999998,143.0,1144,1581,0
8703,3389,1618603,1128,661,141.0,225.8571429,115614.5,953154.0,1618603.0,231229.0,1109614.0,172,4.9425337780000005,4.324717055,1173,169.3125,317.7312740000001,100953.1625,180.6,141.0,1128,1581,0
8704,3389,4092241,1442,725,103.0,216.375,194868.61899999998,937530.0,4092241.0,314787.7692,1350899.0,292,3.421108385,1.9549190769999998,1179,137.9565217,278.8794914,77773.77075,144.2272727,103.0,1442,1731,0
8705,53,374,36,36,36.0,52.0,374.0,374.0,0.0,0.0,0.0,8,2673.796791,2673.796791,52,41.33333333,9.237604307,85.33333333,62.0,36.0,36,52,0
8706,53,15074,40,40,40.0,40.0,15074.0,15074.0,0.0,0.0,0.0,8,66.33939233,66.33939233,40,40.0,0.0,0.0,60.0,40.0,40,40,0
8707,3389,5841176,1138,677,103.4545455,225.8571429,343598.5882,3085052.0,5841176.0,584117.6,3085052.0,232,1.883182428,1.198388818,1173,143.1052632,298.40742,89046.9883,151.0555556,103.4545455,1138,1581,0
8708,443,9001503,0,0,0.0,0.0,4500751.5,6000938.0,9001503.0,4500751.5,6000938.0,92,0.333277676,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8709,52678,31,0,0,0.0,0.0,31.0,31.0,0.0,0.0,0.0,20,32258.06452,32258.06452,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8710,80,5995570,0,0,0.0,0.0,1199114.0,4961079.0,5995570.0,1998523.333,4961079.0,104,0.667159253,0.333579626,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8711,0,112638831,0,0,0.0,0.0,56300000.0,56300000.0,113000000.0,56300000.0,56300000.0,0,0.026633799,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8712,80,6402660,97,97,24.25,57.75,914665.7143,6340553.0,62107.0,20702.33333,61781.0,92,0.6247403420000001,0.6247403420000001,231,36.44444444,79.69960965,6352.027778,41.0,24.25,97,231,0
8713,3389,2881674,1333,661,148.11111110000004,279.1,160093.0,953158.0,2881674.0,360209.25,1542578.0,192,3.1231846489999997,3.470205165,1173,206.2,365.766621,133785.2211,217.0526316,148.11111110000004,1333,2791,0
8714,22486,86209730,0,0,0.0,0.0,86200000.0,86200000.0,86200000.0,86200000.0,86200000.0,40,0.023199237,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8715,29343,86205198,0,0,0.0,0.0,86200000.0,86200000.0,86200000.0,86200000.0,86200000.0,40,0.023200457,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8716,58543,86324915,0,0,0.0,0.0,86300000.0,86300000.0,86300000.0,86300000.0,86300000.0,40,0.023168282000000002,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8717,443,786,77,46,25.66666667,0.0,393.0,767.0,786.0,393.0,767.0,60,3816.793893,0.0,46,30.75,21.68524844,470.25,41.0,25.66666667,77,0,0
8718,80,836,161,161,53.66666667,122.0,139.33333330000002,231.0,418.0,209.0,281.0,72,3588.5167460000002,4784.688995,488,81.125,173.7875859,30202.125,92.71428571,53.66666667,161,488,0
8719,80,38549,249,249,35.57142857,1413.1891890000006,481.8625,12289.0,38549.0,6424.833333,12378.0,152,181.587071,1919.634751,1460,1278.3536589999999,474.5528726,225200.4289,1294.135802,35.57142857,249,104576,0
8720,51203,18,0,0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,20,55555.55556,55555.55556,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8721,80,4666675,97,97,24.25,57.75,666667.8571,4608437.0,58238.0,19412.66667,57940.0,92,0.857141327,0.857141327,231,36.44444444,79.69960965,6352.027778,41.0,24.25,97,231,0
8722,3389,2355079,1144,677,143.0,225.8571429,168219.9286,953151.0,2355079.0,336439.8571,1243282.0,172,3.3969136489999996,2.9722994430000003,1173,170.3125,319.4027173,102018.0958,181.66666669999998,143.0,1144,1581,0
8723,443,5866082,599,517,99.83333333,38.0,651786.8889,5728908.0,5866082.0,1173216.4,5800624.0,132,1.022829207,0.681886138,517,68.27272727,155.7825991,24268.21818,75.1,99.83333333,599,152,0
8724,3389,1982278,1138,677,142.25,225.8571429,141591.2857,953176.0,1982278.0,283182.5714,1166659.0,172,4.0357608769999995,3.5312907669999998,1173,169.9375,319.3627966,101992.5958,181.2666667,142.25,1138,1581,0
8725,3389,64467316,2276,677,142.25,225.8571429,2223010.897,61900000.0,64500000.0,4297821.067,61900000.0,344,0.248187779,0.217164307,1173,175.4193548,317.8032698,100998.9183,181.2666667,142.25,2276,3162,0
8726,3389,12343780,1138,677,126.44444440000001,175.66666669999995,726104.7059,5801245.0,12300000.0,1542972.5,8806591.0,200,0.729112152,0.729112152,1173,143.1052632,298.40742,89046.9883,151.0555556,126.44444440000001,1138,1581,0
8727,80,84,0,0,0.0,0.0,84.0,84.0,84.0,84.0,84.0,40,23809.52381,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8728,3389,1670629,1144,677,143.0,225.8571429,119330.6429,953530.0,1670629.0,238661.2857,1122457.0,172,4.788615545,4.190038602,1173,170.3125,319.4027173,102018.0958,181.66666669999998,143.0,1144,1581,0
8729,50704,1786,31,31,10.33333333,0.0,595.3333332999998,1747.0,1747.0,873.5,1747.0,60,1679.731243,559.9104143,31,6.2,13.86362146,192.2,7.75,10.33333333,31,0,0
8730,53,81379,78,39,39.0,211.0,27126.33333,79475.0,81059.0,81059.0,81059.0,16,24.57636491,24.57636491,211,107.8,94.20827989,8875.2,134.75,39.0,78,422,0
8731,443,664,77,46,25.66666667,0.0,332.0,646.0,664.0,332.0,646.0,60,4518.072289,0.0,46,30.75,21.68524844,470.25,41.0,25.66666667,77,0,0
8732,80,115394676,447,436,27.9375,56.28571429,3979126.7589999996,10000000.0,115000000.0,7692978.4,10000000.0,332,0.138654577,0.121322755,788,39.83870968,159.35810759999995,25395.00645,41.16666667,27.9375,447,788,0
8733,3389,3911647,1459,741,104.2142857,216.375,186268.9048,953151.0,3911647.0,300895.9231,1252953.0,292,3.579055063,2.045174322,1179,138.69565219999998,280.41097030000003,78630.31225,145.0,104.2142857,1459,1731,0
8734,445,31610,0,0,0.0,0.0,10536.66667,31548.0,31610.0,15805.0,31610.0,72,94.90667509999999,31.63555837,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8735,53,366912,90,45,45.0,73.0,122304.0,365762.0,366575.0,366575.0,366575.0,16,5.450898307999999,5.450898307999999,73,56.2,15.33623161,235.2,70.25,45.0,90,146,0
8736,3471,85954690,0,0,0.0,0.0,86000000.0,86000000.0,86000000.0,86000000.0,86000000.0,40,0.023268072999999997,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8737,445,488872,373,140,74.6,43.0,61109.0,163397.0,488806.0,122201.5,163448.0,112,10.22762605,8.182100836,140,54.5,64.19804428,4121.388889,60.55555556,74.6,373,172,0
8738,443,289,46,46,15.33333333,0.0,144.5,156.0,289.0,144.5,156.0,60,10380.62284,0.0,46,11.5,23.0,529.0,15.33333333,15.33333333,46,0,0
8739,53,1037,37,37,37.0,96.0,1037.0,1037.0,0.0,0.0,0.0,8,964.3201543,964.3201543,96,56.66666667,34.06366588,1160.333333,85.0,37.0,37,96,0
8740,53,278,31,31,31.0,63.0,278.0,278.0,0.0,0.0,0.0,8,3597.122302,3597.122302,63,41.66666667,18.47520861,341.3333333,62.5,31.0,31,63,0
8741,53,333,42,42,42.0,58.0,333.0,333.0,0.0,0.0,0.0,8,3003.003003000001,3003.003003000001,58,47.33333333,9.237604307,85.33333333,71.0,42.0,42,58,0
8742,80,8345,161,161,53.66666667,122.0,1390.833333,7745.0,8013.0,4006.5,7745.0,72,359.4967046,479.32893949999993,488,81.125,173.7875859,30202.125,92.71428571,53.66666667,161,488,0
8743,3389,1901931,1148,677,143.5,225.8571429,135852.2143,956706.0,1901931.0,271704.4286,1151060.0,172,4.2062514360000005,3.680470007,1173,170.5625,319.4332416000001,102037.5958,181.93333330000002,143.5,1148,1581,0
8744,53,1642,35,35,35.0,83.0,1642.0,1642.0,0.0,0.0,0.0,8,609.0133983,609.0133983,83,51.0,27.71281292,768.0,76.5,35.0,35,83,0
8745,443,76336,522,204,52.2,678.75,4490.352940999999,17209.0,76336.0,8481.777778,25673.0,212,130.99979040000002,104.79983229999999,1460,313.2631579,538.1642502000002,289620.7602,330.6666667,52.2,522,5430,0
8746,53,120276,76,38,38.0,82.0,40092.0,97071.0,23167.0,23167.0,23167.0,16,16.628421300000007,16.628421300000007,82,55.6,24.09979253,580.8,69.5,38.0,76,164,0
8747,5054,86158114,0,0,0.0,0.0,86200000.0,86200000.0,86200000.0,86200000.0,86200000.0,40,0.023213136000000002,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8748,80,5531711,97,97,24.25,57.75,790244.4286,5469556.0,62155.0,20718.33333,61849.0,92,0.723103575,0.723103575,231,36.44444444,79.69960965,6352.027778,41.0,24.25,97,231,0
8749,3389,5349038,1433,725,119.41666670000001,215.875,281528.3158,1680132.0,5349038.0,486276.1818,1680132.0,252,2.243394046,1.495596031,1175,150.4761905,288.212876,83066.6619,158.0,119.41666670000001,1433,1727,0
8750,53,285,39,39,39.0,71.0,285.0,285.0,0.0,0.0,0.0,8,3508.77193,3508.77193,71,49.66666667,18.47520861,341.3333333,74.5,39.0,39,71,0
8751,3389,4369796,1138,677,126.44444440000001,225.8571429,291319.7333,1898180.0,4369796.0,546224.5,1898180.0,192,2.0595927130000002,1.601905444,1173,159.94117649999995,311.9564213999999,97316.80882,169.9375,126.44444440000001,1138,1581,0
8752,80,117838996,1739,432,79.04545455,141.2,2874121.854,10000000.0,118000000.0,5611380.762,10100000.0,452,0.186695413,0.16972310300000001,706,106.1162791,231.765605,53715.295679999996,108.6428571,79.04545455,1739,2824,0
8753,3389,6023358,1128,661,125.33333329999999,152.18181819999995,317018.8421,2989702.0,6023358.0,752919.75,2989762.0,204,1.494183145,1.826223844,1173,133.4285714,283.0368477,80109.85714,140.1,125.33333329999999,1128,1674,0
8754,3389,2239911,1128,661,141.0,225.8571429,159993.6429,953213.0,2239911.0,319987.2857,1210690.0,172,3.571570478,3.125124168,1173,169.3125,317.7312740000001,100953.1625,180.6,141.0,1128,1581,0
8755,443,54199945,123,46,24.6,46.0,10800000.0,54100000.0,54200000.0,13500000.0,54100000.0,100,0.09225101599999999,0.018450203000000002,46,30.71428571,21.68497395,470.2380952,35.83333333,24.6,123,46,0
8756,80,35643,694,694,231.33333330000002,157.0,5940.5,17374.0,17449.0,8724.5,17252.0,72,84.16799933,112.22399909999999,694,165.25,306.491552,93937.07143,188.8571429,231.33333330000002,694,628,0
8757,49810,4025,38,38,19.0,0.0,2012.5,4008.0,4025.0,4025.0,4025.0,40,496.89440989999997,248.44720499999997,38,19.0,21.93931023,481.33333330000005,25.33333333,19.0,38,0,0
8758,53,38889,102,51,51.0,79.0,12963.0,37302.0,38302.0,38302.0,38302.0,16,51.42842449,51.42842449,79,62.2,15.33623161,235.2,77.75,51.0,102,158,0
8759,53,11670,48,48,48.0,113.0,11670.0,11670.0,0.0,0.0,0.0,8,85.68980291,85.68980291,113,69.66666667,37.527767499999996,1408.333333,104.5,48.0,48,113,0
8760,50414,46,0,0,0.0,0.0,46.0,46.0,46.0,46.0,46.0,40,43478.26087,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8761,3389,2908354,1148,677,127.55555559999999,225.8571429,193890.2667,1178342.0,2908354.0,363544.25,1178342.0,192,3.0945338839999996,2.406859688,1173,160.5294118,312.0440910000001,97371.51471,170.5625,127.55555559999999,1148,1581,0
8762,443,103397,1262,943,157.75,593.4444444000002,6462.3125,56815.0,103378.0,14768.28571,56815.0,172,77.37168390000002,87.04314439,1460,366.8333333,553.9584026,306869.9118,388.4117647,157.75,1262,5341,0
8763,443,362940,516,198,51.6,658.0,20163.33333,103836.0,362940.0,40326.66667,124285.0,212,27.55276354,24.79748719,1460,321.9,555.686195,308787.1474,338.8421053,51.6,516,5922,0
8764,50568,60916659,495,58,55.0,0.0,7614582.375,31200000.0,60900000.0,7614582.375,31200000.0,180,0.147742837,0.0,58,52.6,11.38419958,129.6,58.44444444,55.0,495,0,0
8765,443,76134,557,206,61.88888889,658.0,4758.375,24150.0,76134.0,9516.75,24150.0,192,118.2126251,105.07788899999998,1460,323.3888889,541.8289440000002,293578.6046,342.4117647,61.88888889,557,5264,0
8766,3389,3062747,1148,677,114.8,208.22222219999998,170152.6111,983002.0,3062747.0,340305.2222,1152821.0,224,3.265042787,2.938538508,1173,151.1,292.471663,85539.67367999999,159.05263159999996,114.8,1148,1874,0
8767,443,194,77,46,25.66666667,0.0,97.0,173.0,194.0,97.0,173.0,60,15463.91753,0.0,46,30.75,21.68524844,470.25,41.0,25.66666667,77,0,0
8768,443,116053904,1022,517,53.78947368,27.0,3413350.1180000002,10000000.0,116000000.0,6447439.111000001,10000000.0,392,0.163717026,0.137866969,517,40.38888889,117.52015700000001,13810.9873,41.54285714,53.78947368,1022,432,0
8769,53154,44,0,0,0.0,0.0,44.0,44.0,0.0,0.0,0.0,20,22727.27273,22727.27273,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8770,53,1267,40,40,40.0,139.0,1267.0,1267.0,0.0,0.0,0.0,8,789.2659826,789.2659826,139,73.0,57.15767665,3267.0,109.5,40.0,40,139,0
8771,53,67550,86,43,43.0,214.0,22516.66667,36895.0,30655.0,30655.0,30655.0,16,29.607698,29.607698,214,111.4,93.66055733,8772.3,139.25,43.0,86,428,0
8772,53,128047,62,31,31.0,207.0,42682.33333,65761.0,62285.0,62285.0,62285.0,16,15.619264800000002,15.619264800000002,207,101.4,96.39917012,9292.8,126.75,31.0,62,414,0
8773,51501,22,0,0,0.0,0.0,22.0,22.0,22.0,22.0,22.0,40,90909.09091,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8774,53,2063,33,33,33.0,87.0,2063.0,2063.0,0.0,0.0,0.0,8,484.73097429999996,484.73097429999996,87,51.0,31.17691454,972.0,76.5,33.0,33,87,0
8775,53,272,36,36,36.0,68.0,272.0,272.0,0.0,0.0,0.0,8,3676.470588,3676.470588,68,46.66666667,18.47520861,341.3333333,70.0,36.0,36,68,0
8776,80,61318548,249,249,41.5,950.125,4716811.385,61300000.0,61300000.0,12300000.0,61300000.0,132,0.097849675,0.13046623300000001,1460,523.3333333,691.9142873,478745.381,560.7142857000001,41.5,249,7601,0
8777,3389,271606,42,42,10.5,9.5,54321.2,136749.0,271606.0,90535.33333,136812.0,92,14.72721516,7.363607579,42,8.714285713999999,16.29636243,265.5714286,10.16666667,10.5,42,19,0
8778,22335,41,0,0,0.0,0.0,41.0,41.0,41.0,41.0,41.0,40,48780.4878,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8779,3389,2509175,1148,677,127.55555559999999,225.8571429,167278.3333,953358.0,2509175.0,313646.875,1105206.0,192,3.5868363110000003,2.789761575,1173,160.5294118,312.0440910000001,97371.51471,170.5625,127.55555559999999,1148,1581,0
8780,80,81,0,0,0.0,0.0,81.0,81.0,81.0,81.0,81.0,40,24691.35802,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8781,3389,4343704,1128,661,141.0,225.8571429,310264.5714,953888.0,4343704.0,620529.1429,1481002.0,172,1.841746123,1.6115278569999998,1173,169.3125,317.7312740000001,100953.1625,180.6,141.0,1128,1581,0
8782,52173,53,0,0,0.0,0.0,53.0,53.0,0.0,0.0,0.0,20,18867.92453,18867.92453,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8783,53,962,33,33,33.0,90.0,962.0,962.0,0.0,0.0,0.0,8,1039.50104,1039.50104,90,52.0,32.90896534,1083.0,78.0,33.0,33,90,0
8784,53,1485,43,43,43.0,99.0,1485.0,1485.0,0.0,0.0,0.0,8,673.4006734000002,673.4006734000002,99,61.66666667,32.33161507,1045.333333,92.5,43.0,43,99,0
8785,53,26207,43,43,43.0,71.0,26207.0,26207.0,0.0,0.0,0.0,8,38.15774411,38.15774411,71,52.33333333,16.16580754,261.3333333,78.5,43.0,43,71,0
8786,50018,1,0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,40,2000000.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8787,53,306,41,41,41.0,57.0,306.0,306.0,0.0,0.0,0.0,8,3267.973856,3267.973856,57,46.33333333,9.237604307,85.33333333,69.5,41.0,41,57,0
8788,80,84,0,0,0.0,0.0,84.0,84.0,84.0,84.0,84.0,40,23809.52381,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8789,53,29385,30,30,30.0,119.0,29385.0,29385.0,0.0,0.0,0.0,8,34.03096818,34.03096818,119,59.66666667,51.38417396,2640.333333,89.5,30.0,30,119,0
8790,445,1029483,455,140,75.83333333,67.6,102948.3,259676.0,1029404.0,205880.8,259795.0,132,5.828168119,4.856806766,145,66.08333333,63.40269328,4019.901515,72.09090909,75.83333333,455,338,0
8791,3389,4142372,1459,741,104.2142857,192.33333330000002,188289.6364,953116.0,4142372.0,318644.0,1261691.0,292,3.37970612,2.17266822,1179,132.9166667,275.70477539999996,76013.12319,138.69565219999998,104.2142857,1459,1731,0
8792,80,5746106,0,0,0.0,0.0,1915368.667,5714703.0,5746106.0,2873053.0,5714703.0,72,0.522092701,0.1740309,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8793,443,117522908,1673,373,11.53793103,1302.86755,263504.278,10200000.0,118000000.0,816131.3056,10200000.0,2912,1.2338020090000001,2.569711771,1460,882.0066964,696.4646887,485063.0626,883.9798658,11.53793103,1673,393466,0
8794,80,54868829,0,0,0.0,0.0,54900000.0,54900000.0,54900000.0,54900000.0,54900000.0,40,0.036450567999999996,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8795,53,154862,62,31,31.0,138.0,51620.66667,129294.0,25536.0,25536.0,25536.0,16,12.91472408,12.91472408,138,73.8,58.60631365,3434.7,92.25,31.0,62,276,0
8796,52270,85964119,0,0,0.0,0.0,86000000.0,86000000.0,86000000.0,86000000.0,86000000.0,40,0.023265521,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8797,3389,2311041,1337,677,148.5555556,306.0,135943.5882,953115.0,2311041.0,288880.125,1124219.0,192,3.89434891,3.89434891,1173,215.3157895,374.6570362,140367.8947,227.2777778,148.5555556,1337,2754,0
8798,53,349,37,37,37.0,53.0,349.0,349.0,0.0,0.0,0.0,8,2865.3295129999997,2865.3295129999997,53,42.33333333,9.237604307,85.33333333,63.5,37.0,37,53,0
8799,53,1187,33,33,33.0,49.0,1187.0,1187.0,0.0,0.0,0.0,8,842.4599832,842.4599832,49,38.33333333,9.237604307,85.33333333,57.5,33.0,33,49,0
8800,3389,2691720,1132,661,141.5,225.8571429,192265.7143,952043.0,2691720.0,384531.4286,1274729.0,168,2.972077333,2.600567667,1173,169.5625,317.7627981,100973.1958,180.8666667,141.5,1132,1581,0
8801,53,63493,92,46,46.0,174.0,21164.33333,36544.0,26920.0,26920.0,26920.0,16,31.49953538,31.49953538,174,97.2,70.10848736,4915.2,121.5,46.0,92,348,0
8802,53,288,37,37,37.0,53.0,288.0,288.0,0.0,0.0,0.0,8,3472.222222,3472.222222,53,42.33333333,9.237604307,85.33333333,63.5,37.0,37,53,0
8803,80,6240069,97,97,24.25,57.75,891438.4286,6178015.0,62054.0,20684.66667,61699.0,92,0.641018553,0.641018553,231,36.44444444,79.69960965,6352.027778,41.0,24.25,97,231,0
8804,38083,86072078,0,0,0.0,0.0,86100000.0,86100000.0,86100000.0,86100000.0,86100000.0,40,0.023236338999999998,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8805,3389,1664464,1128,661,141.0,225.8571429,118890.2857,953482.0,1664464.0,237780.5714,1116485.0,172,4.806352075,4.205558066,1173,169.3125,317.7312740000001,100953.1625,180.6,141.0,1128,1581,0
8806,52773,28,0,0,0.0,0.0,28.0,28.0,28.0,28.0,28.0,40,71428.57143,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8807,445,214666,1,1,0.5,0.0,214666.0,214666.0,214666.0,214666.0,214666.0,52,9.31679912,0.0,1,0.666666667,0.577350269,0.333333333,1.0,0.5,1,0,0
8808,3389,1674297,1144,677,143.0,225.8571429,119592.6429,953088.0,1674297.0,239185.2857,1124843.0,168,4.778124789,4.18085919,1173,170.3125,319.4027173,102018.0958,181.66666669999998,143.0,1144,1581,0
8809,443,117273199,597,197,45.92307692,262.8181818,5098834.739,58600000.0,117000000.0,9772766.582999999,58600000.0,272,0.11085226699999999,0.093798072,1430,139.52,334.8068,112095.5933,145.33333330000005,45.92307692,597,2891,0
8810,3389,8099513,1171,661,117.1,160.0,426290.1579,3011009.0,8099513.0,899945.8889,3136932.0,224,1.234642132,1.234642132,1173,131.952381,283.6842393,80476.74762000001,138.55,117.1,1171,1600,0
8811,53,1382,43,43,43.0,102.0,1382.0,1382.0,0.0,0.0,0.0,8,723.5890013999997,723.5890013999997,102,62.66666667,34.06366588,1160.333333,94.0,43.0,43,102,0
8812,443,443794,548,197,60.88888889,481.85714289999993,29586.266669999997,180488.0,443794.0,55474.25,180488.0,192,20.27967931,15.77308391,1460,230.6470588,470.274646,221158.2426,245.0625,60.88888889,548,3373,0
8813,443,208,77,46,25.66666667,0.0,104.0,184.0,208.0,104.0,184.0,60,14423.07692,0.0,46,30.75,21.68524844,470.25,41.0,25.66666667,77,0,0
8814,53,855,40,40,40.0,139.0,855.0,855.0,0.0,0.0,0.0,8,1169.590643,1169.590643,139,73.0,57.15767665,3267.0,109.5,40.0,40,139,0
8815,80,94,0,0,0.0,0.0,94.0,94.0,94.0,94.0,94.0,40,21276.59574,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8816,53,972,33,33,33.0,61.0,972.0,972.0,0.0,0.0,0.0,8,1028.806584,1028.806584,61,42.33333333,16.16580754,261.3333333,63.5,33.0,33,61,0
8817,443,116872102,5256,1314,159.2727273,168.0506329,1052901.82,5066609.0,117000000.0,3652253.188,5160876.0,660,0.282359942,0.67595259,1314,164.0,323.8610262,104885.9643,165.46428569999995,159.2727273,5256,13276,0
8818,3389,2109694,1138,677,126.44444440000001,225.8571429,140646.2667,953139.0,2109694.0,263711.75,1043444.0,192,4.2660215180000005,3.318016736,1173,159.94117649999995,311.9564213999999,97316.80882,169.9375,126.44444440000001,1138,1581,0
8819,3389,2427831,1144,677,127.1111111,225.8571429,161855.4,953129.0,2427831.0,303478.875,1227041.0,192,3.7070125560000013,2.883231988,1173,160.2941176,312.0067637,97348.22059,170.3125,127.1111111,1144,1581,0
8820,3389,1639709,1122,661,140.25,225.8571429,117122.0714,953114.0,1639709.0,234244.1429,1113149.0,172,4.87891449,4.269050179,1173,168.9375,317.6898842,100926.8625,180.2,140.25,1122,1581,0
8821,3389,119553171,4769,860,29.99371069,71.03125,375953.3679,1943772.0,120000000.0,756665.6392,2030058.0,3192,1.329952177,1.338316656,1146,50.41875,117.61863729999999,13834.14385,50.57680251,29.99371069,4769,11365,0
8822,52319,148,38,38,19.0,0.0,74.0,124.0,148.0,148.0,148.0,40,13513.513509999999,6756.756756999999,38,19.0,21.93931023,481.33333330000005,25.33333333,19.0,38,0,0
